validity,issue,url
2,"TITLE: output.pathinfo results in invalid javascript BODY: **Do you want to request a *feature* or report a *bug*?**
bug

**What is the current behavior?**
When using the `output.pathinfo` option then the added comment might end early due to `*/` and the asset therefore is not valid javascript anymore.

**If the current behavior is a bug, please provide the steps to reproduce.**
```javascript
const babelConfig = {
    presets: [
        ['es2015', {modules: false}],
    ],
    plugins: [
        ['istanbul', {exclude: '**/node_modules/**'}],
    ],
};

module.exports = {
    // ...
    module: {
        rules: [
            {
                test: /\.vue$/,
                loader: 'vue-loader',
                options: {
                    loaders: {
                        js: 'babel-loader?' + JSON.stringify(babelConfig),
                    },
                },
            }
```

Now I get the following in my compiled asset:
```javascript
  __webpack_require__(/*! !babel-loader?{""presets"":[[""es2015"",{""modules"":false}]],""plugins"":[[""..."",{""exclude"":""**/node_modules/**""}]]}!../../../../node_modules/vue-loader/lib/selector?type=script&index=0!./Component.vue */ 13),
```
Note that the comment is interrupted because of the occurrence of `*/`

**What is the expected behavior?**
Comment must not contain `*/`.
Could be fixed [here](https://github.com/webpack/webpack/blob/v3.0.0/lib/dependencies/ModuleDependencyTemplateAsId.js#L12)

**Please mention other relevant information such as the browser version, Node.js version, webpack version and Operating System.**
Webpack 3.0.0
",https://github.com/webpack/webpack/issues/5158
2,"TITLE: resolve module in manifest.json when add the DllReferencePlugin BODY: If I missed something, Please let me know.

<!-- Please don't delete this template or we'll close your issue -->
<!-- Before creating an issue please make sure you are using the latest version of webpack. -->
<!-- Also consider trying the webpack@beta version, maybe it's already fixed. -->

### **Do you want to request a *feature* or report a *bug*?**

feature

### **What is the current behavior?**

* I have the manifest and the bundled dll js which include React, React-dom etc.
* I want to use it for other project, and copy them to the other project.
* my src wrote by

   ```js
   const React = require('react')
   ```
   and **not npm install react lib** because I configure the dll plugin in my webpack.config.js.

* But when I run the webpack cli and it throw the `Can't find module react` error

### **If the current behavior is a bug, please provide the steps to reproduce.**

No

### **What is the expected behavior?**

I think webpack will find the react in manifest for me, because I had the react source in the bundled dll js, I didn't need to npm install react in my new project.

### **If this is a feature request, what is motivation or use case for changing the behavior?**

It will save a lot of node module in my project, I just use the manifest.json and bundled dll js.
I trace the webpack src, [enhanced-resolve](https://github.com/webpack/enhanced-resolve) will look up file system and throw error when the file not exist, But It would be awesome if the webpack.config.js include the dllReferencePlugin and the webpack also find the module in the manifest.json and get the module id in the bundled dll js.

### **Please mention other relevant information such as the browser version, Node.js version, webpack version and Operating System.**

* MacBook
* Webpack3
* Node 8


Thanks",https://github.com/webpack/webpack/issues/5166
1,"TITLE: commonsChunkPlugins troubles with code splitting BODY: <!-- Please don't delete this template or we'll close your issue -->
<!-- Before creating an issue please make sure you are using the latest version of webpack. -->
<!-- Also consider trying the webpack@beta version, maybe it's already fixed. -->

**Do you want to request a *feature* or report a *bug*?**

bug

<!-- Please ask questions on StackOverflow or the webpack Gitter (https://gitter.im/webpack/webpack). -->
<!-- Issues which contain questions or support requests will be closed. -->

**What is the current behavior?**

Troubles with chunks and commonsChunkPlugins.

**If the current behavior is a bug, please provide the steps to reproduce.**
I have 2 entry:
```javascript
main: `${appPath}/startup/LightApp`
vendor: [
  'babel-polyfill',
  'core-js',
  'object-assign',
  'immutable',
  'react',
  'react-dom',
  'react-redux',
  ...
]
```
1) If i doesn\`t use commonsChunkPlugins - webpack build 2 files: `main.js` and `vendor.js` **but** both files contain modules from 'vendor'
2) if use commonsChunkPlugins:
```javascript
new webpack.optimize.CommonsChunkPlugin({ names: ['vendor', 'manifest'] })
```
Now `main.js` exclude `vendor` modules.
Finish? No. Let\`s try split to another chunk:
```javascript
const detectChunk = function(targets) {
  return function(module, count) {
    var context = module.context;
    return context && context.indexOf('node_modules') >= 0 &&
      targets.find(t => new RegExp(`/${t}/`, 'i').test(context));
  }
}
...
new webpack.optimize.CommonsChunkPlugin({
  name: 'draft-js',
  minChunks: detectChunk(['draft-js', 'draft-convert', 'draft-js-plugins-editor']),
})
```
1) Without CommonsChunkPlugin for `vendor` that work (remember about multiple includes modules)
2) With CommonsChunkPlugin that doesn\`t work. Just empty `draft-js.js` file.

**Last**

Use in code
```javascript
import(/* webpackChunkName: ""my-component-chunk"" */ 'MyComponent')
.then((Component) => { this.setState({ Component }); })
```
webpack config:
```javascript
new webpack.optimize.CommonsChunkPlugin({
  children: true,
  async: true,
})
```
Nope, webpack include that to `main`, no special chunk.
<!-- A great way to do this is to provide your configuration via a GitHub gist. -->
<!-- Best provide a minimal reproduceable repo -->
<!-- If your issue is caused by a plugin or loader file the issue on the plugin/loader repo -->

**What is the expected behavior?**

Logic with normal code splitting =)

**If this is a feature request, what is motivation or use case for changing the behavior?**

**Please mention other relevant information such as the browser version, Node.js version, webpack version and Operating System.**

macOS Sierra 10.12.5, node v7.8.0, webpack 3.0.0

I just want build superfast app with your brilliant webpack.

",https://github.com/webpack/webpack/issues/5172
4,"TITLE: Common chunks cannot find scripts in resolve.alias BODY: **Do you want to request a feature or report a bug?**
Bug

**What is the current behavior?**
When used with commonsChunk with `async:true` and `children:true` I get a message that I have missing dependencies in all the folders specified in the `resolve.alias` config.

**If the current behavior is a bug, please provide the steps to reproduce.**
Using laravel-mix for setting up webpack.
My two entries are:
'resources/assets/js/app.js'
'resources/assets/js/admin.js'
config: https://gist.github.com/dobromir-hristov/546c4cc0d321e6c6ca3486d89fa766b9

**What is the expected behavior?**
Should be able to find the aliased files.

**Please mention other relevant information such as the browser version, Node.js version, webpack version and Operating System.**
Node - 6.9.1
Webpack 3.2.0, 3.3.0
Windows 10

![127 0 0 1-8888-](https://user-images.githubusercontent.com/9863944/28641253-409a392a-7257-11e7-8970-a5bdcee07f78.png)",https://github.com/webpack/webpack/issues/5384
3,"TITLE: Feature Request: Make the plugin API play nicely with type systems. BODY: <!-- Please don't delete this template or we'll close your issue -->
<!-- Before creating an issue please make sure you are using the latest version of webpack. -->
<!-- Also consider trying the webpack@beta version, maybe it's already fixed. -->

**Do you want to request a *feature* or report a *bug*?**

Feature.

<!-- Please ask questions on StackOverflow or the webpack Gitter (https://gitter.im/webpack/webpack). -->
<!-- Issues which contain questions or support requests will be closed. -->

**What is the current behavior?**

The webpack tappable hooks are generic and have complex APIs that can't be type checked when using TypeScript's `@types/webpack` module. This means that IDE features like intellisense are basically useless and I have to read source code or documentation to know what's expected.

**What is the expected behavior?**

If there were two functions per hook it would allow typed environments ensure that events are fired with the right arguments and handled by handlers that expect the right arguments. Also, together with code documentation generators, this would provide a systematic way to document all plugin hooks and their arguments.

**If this is a feature request, what is motivation or use case for changing the behavior?**

I've been doing this in my code and it's really nice:

```ts
class Foo extends Tapable {
  onBar(handler: (barArg: string) => void) {
    this.plugin(""bar"", handler);
  }
  notifyBar(barArg: string) {
    this.applyPlugins(""bar"", barArg);
  }
}
```

**Please mention other relevant information such as the browser version, Node.js version, webpack version and Operating System.**

Webpack 3.0
",https://github.com/webpack/webpack/issues/5190
2,"TITLE: [enhancement] ModuleConcatenationPlugin - drop webpack bootstrap if possible BODY: **Do you want to request a *feature* or report a *bug*?**

feature

**What is the current behavior?**

Single file bundles using ModuleConcatenationPlugin still using so called webpack bootstrap (50~ lines of code) + wrapping the exported module within a single module-closure (numbered `0`).

**What is the expected behavior?**

Omit the current behaviour whenever possible - therefore going closer towards the Rollup behaviour.

**If this is a feature request, what is motivation or use case for changing the behavior?**

Being a viable alternative to rollup when bundling libraries.

**Please mention other relevant information such as the browser version, Node.js version, webpack version and Operating System.**

webpack3




Besides the mentioned information I would like to offer my help with implementing this, a helping hand would be great though, im webpack internals noobie ;)

Also rollup handles cjs modules way more gracefully (hoists them!), should I create other issue for this?",https://github.com/webpack/webpack/issues/5191
5,"TITLE: [Feature Request] Handle external missing in runtime. (Or make a guarantee before bootstrap) BODY: <!-- Please don't delete this template or we'll close your issue -->
<!-- Before creating an issue please make sure you are using the latest version of webpack. -->
<!-- Also consider trying the webpack@beta version, maybe it's already fixed. -->

**Do you want to request a *feature* or report a *bug*?**
Feature, or discuss first.

<!-- Please ask questions on StackOverflow or the webpack Gitter (https://gitter.im/webpack/webpack). -->
<!-- Issues which contain questions or support requests will be closed. -->

**What is the current behavior?**
Assume there are some Dll or CommonChunks file, we usually put it in HTML script:
```html
<script src=""./dll/common.bundle.js""></script>
<script src=""./commonChunk.bundle.js""></script>
<script src=""./entry.bundle.js""></script>
```

Once the `entry.bundle.js` was loaded, the code will be launched and believe other runtime external dependencies(dll, commonChunk) are already exist.

**If this is a feature request, what is motivation or use case for changing the behavior?**

### What if the previous script load failed? 

They may fail to load due to enter the weak network occasionally, or some area's CDN breakdown, even hijacked by network provider which cause the script broken and blocked by CSP (very common in China mainland).

We will see that the entry will be broken and throw error directly due to lack of dependencies:
![image](https://user-images.githubusercontent.com/4403937/27761817-fbd0b6c6-5e96-11e7-8c5e-1fdbc411c0ab.png)

![image](https://user-images.githubusercontent.com/4403937/27761025-18deef90-5e87-11e7-8a63-5c10612acf36.png)

Currently we have neither ability to guarantee them load done by any webpack way, nor occasion to reload the failed ones before startup. If there are any hooks that let we have ability to inspect and reload them (such as use another CDN), It will help us prevent the page from becoming unusable.

Actually, the page I'm maintaining which have aproximately 20 million PV in China mainland and can met a lot of error reported about it every day because of the terrible network and telecommunications environment (hijacked, CDN timeout, network switch frequently). We do need a retry and assurance mechanism to improve the usability of some unlucky users.

Sorry if tl;dr. 

the one implemetation I can imagine is extract the **bootstrap code** inline to the HTML page, and also with the **external chunks list** analyzed from the entry. So that we can check whether the necessary dependencies are all present before we startup (not sure whether can implemented by write Plugins):

```html
<script src=""./dll/common.bundle.js""></script>
<script src=""./commonChunk.bundle.js""></script>
<!-- only modules, but extract the bootstrap code. -->
<script src=""./entry.bundle.js""></script>
<!-- only modules, but extract the bootstrap code. -->

<script>
//Extracted from entry or commonChunk
var bootstrap = (function(modules) { // webpackBootstrap
/*......*/
});

//Analyzed by plugin
var externalChunksList = /*...*/;

//Generated by plugin, should let users setting their own handler
if(hasAllExternalsInstalled()) {
  bootstrap(/*...*/);
}else{
  tryReloadMissingChunks().then(() => bootstrap(/*...*/)).catch(e => /*...*/);
}
</script>
```

Please feel free to indicate my mistake. I'm also looking forward to more brilliant proposal.

**Please mention other relevant information such as the browser version, Node.js version, webpack version and Operating System.**

webpack 3.0.0 with all platform.",https://github.com/webpack/webpack/issues/5197
3,"TITLE: 'libraryTarget: umd' with nested namespace for optional dependency causes an error BODY: **Do you want to request a *feature* or report a *bug*?**
This can be a bug, but I think this is more like a feature.

**What is the current behavior?**
I'm using `'umd'` for the `libraryTarget` and here's my config file.

```js
module.exports = {
  entry: './src/index.js',
  output: {
    library: ['my', 'module'],
    libraryTarget: 'umd',
    filename: 'bundle.js'
  },
  externals: {
    'my-ext-module': {
      commonjs: 'my-ext-module',
      commonjs2: 'my-ext-module',
      amd: 'my-ext-module',
      root: ['my', 'ext', 'module']
    }
  }
};
```
This works just find even though both of my target and external namespaces are multi-nested.

But if I try to make the external module (`my-ext-module`) optional, this doesn't work well. When I run the bundled file on a browser environment (using namespace), a script error occurs at the code below, which is the last line of the `webpackUniversalModuleDefinition` function body.
```js
root[""my""] = root[""my""] || {}, root[""my""][""module""] = factory(root[""my""][""ext""][""module""]);
```

Because the `window.my.ext` does not exist, `factory(root[""my""][""ext""][""module""])` causes an error and I can't even run my code even though it is executable without `my-ext-module`.

**What is the expected behavior?**

I know I can wrap my `require(...)` code with `try...catch` statement and make the generated code deal with optional dependencies, but it works only for `commonjs` and `amd`. I think the generated code for the 'root` case also should look like this.

```js
root[""my""] = root[""my""] || {}, root[""my""][""module""] = factory(root[""my""] && root[""my""][""ext""] && root[""my""][""ext""][""module""]);
```

**If this is a feature request, what is motivation or use case for changing the behavior?**

My team is maintaining open source UI widgets and each module has namespace under `tui`. (ex. `tui.component.Pagination`, `tui.Grid`). The `tui.Grid` has an optional dependency for `tui.component.Pagination` and it was just fine when we handled dependencies using namespaces (with bower). But recently, we've been moving from bower to npm to support commonjs as well (using umd) and having trouble with this situation.

I think it's reasonable to handle multi-depth namespaces safely as a default, even without `try...catch` statement. If you use ES6 module, there's no way to handle optional dependencies because of its static nature. It's not a big problem in a node environment because adding a dependency has little cost. But in a browser environment, one more external script file means slower loading time. So there should be a way to run a code which has optional dependencies without including those script files.

If granted, I can make a PR as I've already been making my own Plugin to deal with this situation. Please consider this issue and give me a feedback. Thanks :)

**Please mention other relevant information such as the browser version, Node.js version, webpack version and Operating System.**

Node: 8.1.2, Webpack: 3.0.0, OS: macos
(Webpack 1.x.x also has same issue)
",https://github.com/webpack/webpack/issues/5202
4,"TITLE: Referencing `require` causes immediate exception BODY: <!-- Please don't delete this template or we'll close your issue -->
<!-- Before creating an issue please make sure you are using the latest version of webpack. -->
<!-- Also consider trying the webpack@beta version, maybe it's already fixed. -->

**Do you want to request a *feature* or report a *bug*?**

Bug.

<!-- Please ask questions on StackOverflow or the webpack Gitter (https://gitter.im/webpack/webpack). -->
<!-- Issues which contain questions or support requests will be closed. -->

**What is the current behavior?**

```
$ echo ""console.log(require);"" > some.js
$ node_modules/.bin/webpack --entry ./some.js --output-filename=some.webpack.js
```

This results in the following output (reformatted for readability):
```
console.log(!(
  function webpackMissingModule() { 
    var e = new Error(""Cannot find module \"".\""""); 
    e.code = 'MODULE_NOT_FOUND'; 
    throw e; 
  }()
));
```
This run results in immediate exception and doesn't allow me to pass `require` as an argument to a function.

**If the current behavior is a bug, please provide the steps to reproduce.**

<!-- A great way to do this is to provide your configuration via a GitHub gist. -->
<!-- Best provide a minimal reproduceable repo -->
<!-- If your issue is caused by a plugin or loader file the issue on the plugin/loader repo -->

**What is the expected behavior?**

At minimum, the generated code shouldn't include function call, just function definition. Preferably, webpack should do nothing or rename `require` as it does by default.

**If this is a feature request, what is motivation or use case for changing the behavior?**

**Please mention other relevant information such as the browser version, Node.js version, webpack version and Operating System.**

node: 6.10.3
webpack: 3.0.0 and beta (3.0.0-rc.2)
OS: ubuntu linux 16.04
",https://github.com/webpack/webpack/issues/5209
1,"TITLE: convert-argv.js adds HotModuleReplacementPlugin even when already available BODY: <!-- Please don't delete this template or we'll close your issue -->
<!-- Before creating an issue please make sure you are using the latest version of webpack. -->
<!-- Also consider trying the webpack@beta version, maybe it's already fixed. -->

**Do you want to request a *feature* or report a *bug*?**
To me it feels more like a bug.

<!-- Please ask questions on StackOverflow or the webpack Gitter (https://gitter.im/webpack/webpack). -->
<!-- Issues which contain questions or support requests will be closed. -->

**What is the current behavior?**
If the `argv` contains the `--hot` option, the `HotModuleReplacementPlugin` is added without further checks.

**If the current behavior is a bug, please provide the steps to reproduce.**
1. Add `new webpack.plugins.HotModuleReplacementPlugin()` to `webpackConfig.plugins`
2. Invoke `webpack` (or `webpack-dev-server`) bin with `--hot` flag.
3. Break after [bin/convert-argv.js:383](https://github.com/webpack/webpack/blob/master/bin/convert-argv.js#L383)
4. Inspect `options.plugins` (plugin included twice)

Manifests in a weird error: 
> `SyntaxError: missing ) after argument list`

<!-- A great way to do this is to provide your configuration via a GitHub gist. -->
<!-- Best provide a minimal reproduceable repo -->
<!-- If your issue is caused by a plugin or loader file the issue on the plugin/loader repo -->

**What is the expected behavior?**
`--hot` should be a noop if already added as plugin

**Please mention other relevant information such as the browser version, Node.js version, webpack version and Operating System.**

I think you could consider it ""wrong configuration"" and maybe want to close it directlly, then it at least serves better discoverability when facing the error.

A simple fix within `convert-argv.js` would be the following:

```js
var hasHotModuleReplacementPlugin = options.plugins.some((plugin) => {
  return plugin.constructor.name === 'HotModuleReplacementPlugin';
});

if (!hasHotModuleReplacementPlugin) {
  options.plugins.push(new HotModuleReplacementPlugin());
}
```",https://github.com/webpack/webpack/issues/5233
4,"TITLE: Tests passing with wrong text BODY: Challenge [nest-an-anchor-element-within-a-paragraph](http://beta.freecodecamp.com/en/challenges/basic-html-and-html5/nest-an-anchor-element-within-a-paragraph) has an issue.
User Agent is: <code>Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36</code>.
Please describe how to reproduce this issue, and include links to screenshots if possible.


```html


<h2>CatPhotoApp</h2>
<main>
  
  <p><a href=""http://freecatphotoapp.com"" target=""_blank"">cat photos</a>View more </p>
  
  <img src=""https://bit.ly/fcc-relaxing-cat"" alt=""A cute orange cat lying on its back."">
  
  <p>Kitty ipsum dolor sit amet, shed everywhere shed everywhere stretching attack your ankles chase the red dot, hairball run catnip eat the grass sniff.</p>
  <p>Purr jump eat the grass rip the couch scratched sunbathe, shed everywhere rip the couch sleep in the sink fluffy fur catnip scratched.</p>
</main>

```

This results in ""cat photosView more "". I may be able to fix this issue as well.
",https://github.com/freeCodeCamp/freeCodeCamp/issues/15291
4,"TITLE: Webpack keeps compiling BODY: <!-- Please don't delete this template or we'll close your issue -->
<!-- Before creating an issue please make sure you are using the latest version of webpack. -->
<!-- Also consider trying the webpack@beta version, maybe it's already fixed. -->

**Do you want to request a *feature* or report a *bug*?**

Report a bug

**What is the current behavior?**
My bundle gets compiled several times.

**If the current behavior is a bug, please provide the steps to reproduce.**
I'm creating a webpack boilerplate for my personal projects, you can check it on this repo on the `cleanup` branch https://github.com/alejandronanez/webpack-boilerplate/tree/cleanup

1. `npm start`
2. Add a few lines to `src/styles/app.scss` - a few empty new lines will do the trick
3. CTRL + C to stop the process
4. `npm start` again
5. You should start seeing the bundle compiles on a loop for a while, and then it will stop

Here's a GIF with what is happening:

![webpack](https://user-images.githubusercontent.com/464978/27987858-77b8a2d8-63da-11e7-8f5b-897f4f5de977.gif)


**What is the expected behavior?**

The looping should not occur.

**If this is a feature request, what is motivation or use case for changing the behavior?**

**Please mention other relevant information such as the browser version, Node.js version, webpack version and Operating System.**
```
node: 8.1.3 && LTS
npm: 5.1.0
OSX: 10.12.5
webpack version: 3.1.0 && 2.6.1
```",https://github.com/webpack/webpack/issues/5242
1,"TITLE: Add Chrome content script target BODY: <!-- Please don't delete this template or we'll close your issue -->
<!-- Before creating an issue please make sure you are using the latest version of webpack. -->
<!-- Also consider trying the webpack@beta version, maybe it's already fixed. -->

**Do you want to request a *feature* or report a *bug*?**
feature
<!-- Please ask questions on StackOverflow or the webpack Gitter (https://gitter.im/webpack/webpack). -->
<!-- Issues which contain questions or support requests will be closed. -->

**What is the current behavior?**
When I lazy load a chunk from a Chrome content script, it inserts a script tag into the page loaded in the active tab, which then causes the code to execute in the context of the webpage instead of that of the Chrome extension. It then throws an error as the webpackJsonp exists in the [isolated execution environment](execution-environment) and is not visible from the context of the webpage.

**If the current behavior is a bug, please provide the steps to reproduce.**
N/A

<!-- A great way to do this is to provide your configuration via a GitHub gist. -->
<!-- Best provide a minimal reproduceable repo -->
<!-- If your issue is caused by a plugin or loader file the issue on the plugin/loader repo -->

**What is the expected behavior?**
There should be a Chrome content script [target](https://webpack.js.org/configuration/target/) available which uses the appropriate Chrome API calls to lazy load chunks in the isolated execution environment.

**If this is a feature request, what is motivation or use case for changing the behavior?**
There does not seem to be a way to lazily load chunks from a Chrome content script.

**Please mention other relevant information such as the browser version, Node.js version, webpack version and Operating System.**
",https://github.com/webpack/webpack/issues/5244
1,"TITLE: Bug: ""Dead code"" eliminate media files BODY: # Feature request

I need to remove certain media file (non-inlined using file-loader) depending on the environment (development/production) using Webpack (v3.1.0) and UglifyJsPlugin.

I suggest adding ""Dead code"" elimination unused for media files

## Use case

Developing a software solution that works with different products - where some are launched and others are in production and are not live on production, bet abled to use on development, staging environments.

## Current situation

```javascript
export const IMAGES = Object.assign(
  {
    PROFILE: require('images/profile.png'),
    // ...
  },
  process.env.NODE_ENV !== 'production' && {'LOGO': require('images/logo.png')}
);
```

I have gotten so far that after the production build the outputted Javascript file doesn't contain an `IMAGES.LOGO` key, but the required `images/logo.png` file is present in the output. And has code references if searched by the outputted hash name within the js file.

## Webpack plugin configuration

```javascript
new webpack.DefinePlugin({
  'process.env.NODE_ENV': JSON.stringify('production')
}),
new webpack.optimize.UglifyJsPlugin({
  comments: false,
  sourceMap: true
})
```",https://github.com/webpack/webpack/issues/5251
5,"TITLE: Missing module at 1st build, present at consecutive build only from webpack@3 BODY: <!-- Please don't delete this template or we'll close your issue -->
<!-- Before creating an issue please make sure you are using the latest version of webpack. -->
<!-- Also consider trying the webpack@beta version, maybe it's already fixed. -->

**Do you want to request a *feature* or report a *bug*?**

*bug*

<!-- Please ask questions on StackOverflow or the webpack Gitter (https://gitter.im/webpack/webpack). -->
<!-- Issues which contain questions or support requests will be closed. -->

**What is the current behavior?**

Having this error when updating from webpack@2 to webpack@3 on a dynamic css load

```
vendor-2d14daf….js:55 Uncaught (in promise) TypeError: Cannot read property 'call' of undefined
    at __webpack_require__ (vendor-2d14daf….js:55)
```

**If the current behavior is a bug, please provide the steps to reproduce.**

<!-- A great way to do this is to provide your configuration via a GitHub gist. -->
<!-- Best provide a minimal reproduceable repo -->
<!-- If your issue is caused by a plugin or loader file the issue on the plugin/loader repo -->

It might be an issue from the loader but I dont know for sure.

I have this syntax 

```js
            require.ensure(['../../assets/css/foo.styl'], function(require) {
                require('!!style-loader!css-loader!stylus-loader!../../assets/css/foo.styl');
            }, 'foo-styl');
```

I also tried this new one, but same issue

```js
import(/* webpackChunkName: ""foo-styl"" */ '!style-loader!css-loader!stylus-loader!../../assets/css/foo.styl');
```

Using webpack dev/watch mode I have the error, but if I hit *save* on the file, webpack watch mode trigger rebuild / reload and the error is gone, all working fine. I reproduce the error by stopping webpack and launch it again or with a production build.

**What is the expected behavior?**

CSS should be inject like with webpack@2

**If this is a feature request, what is motivation or use case for changing the behavior?**

**Please mention other relevant information such as the browser version, Node.js version, webpack version and Operating System.**

Using Chrome@59 nodejs@8.1 webpack@3.1.0 Ubuntu 17.04

",https://github.com/webpack/webpack/issues/5259
3,"TITLE: The code seems right to me but the test fails BODY: The code seems fine to me but the test fails. 
#### Challenge Name
<!-- Insert link to challenge below -->
http://beta.freecodecamp.com/en/challenges/sass/store-data-with-sass-variables

#### Browser Information
Chrome, Windows 10


#### Screenshot
<!-- Add a screenshot of your issue -->
![image](https://user-images.githubusercontent.com/13496178/27003924-a17ef4ac-4e2a-11e7-990e-8287a8fd42b2.png)


Is it Test Suite related? 
",https://github.com/freeCodeCamp/freeCodeCamp/issues/15294
1,"TITLE: BUG: Uncaught (in promise) Error: Loading chunk 0 failed. BODY: <!-- Please don't delete this template or we'll close your issue -->
<!-- Before creating an issue please make sure you are using the latest version of webpack. -->
<!-- Also consider trying the webpack@beta version, maybe it's already fixed. -->

**Do you want to request a *feature* or report a *bug*?**

*Bug*

<!-- Please ask questions on StackOverflow or the webpack Gitter (https://gitter.im/webpack/webpack). -->
<!-- Issues which contain questions or support requests will be closed. -->

**What is the current behavior?**

I'm exporting using the `amd` `libraryTarget`. The sources use dynamic imports and my `webpack.config.js` has multiple entries. 

Loading the `output` entry file works fine, but the file itself loads the `fileA.js` file, resulting in this error: `Uncaught (in promise) Error: Loading chunk 0 failed.`

**If the current behavior is a bug, please provide the steps to reproduce.**

Here is a repo I created which shows the problem: https://github.com/johannes-z/webpack-test

<!-- A great way to do this is to provide your configuration via a GitHub gist. -->
<!-- Best provide a minimal reproduceable repo -->
<!-- If your issue is caused by a plugin or loader file the issue on the plugin/loader repo -->

**What is the expected behavior?**

The url of the `script.src` is correct (I double checked, opening the file in my browser and it was found).

**If this is a feature request, what is motivation or use case for changing the behavior?**

**Please mention other relevant information such as the browser version, Node.js version, webpack version and Operating System.**

node: v7.7.0
webpack: v3.1.0",https://github.com/webpack/webpack/issues/5264
5,"TITLE: Module API require with dynamic load module causes variable  not defined BODY: <!-- Please don't delete this template or we'll close your issue -->
<!-- Before creating an issue please make sure you are using the latest version of webpack. -->
<!-- Also consider trying the webpack@beta version, maybe it's already fixed. -->

bug?
Is the module context error?
In the code, why throw error 'Uncaught ReferenceError'.

<!-- Please ask questions on StackOverflow or the webpack Gitter (https://gitter.im/webpack/webpack). -->
<!-- Issues which contain questions or support requests will be closed. -->

__index.js__
```javascript
import data from './data';
import dynamic from './dynamic';

const _dynamic = {
  dynamic: 'dynamic',
};

console.log('data', data);
console.log('dynamic', dynamic);

console.log('require', require('./dynamic.js').default);
console.log('require _dynamic', require(`./${_dynamic.dynamic}.js`).default);
console.log('require dynamic', require(`./${data.dynamic}.js`).default); // throw Error Uncaught ReferenceError: data is not defined
```

__data.js__
```javascript
export default {
  dynamic: 'dynamic',
};

```

__dynamic.js__
```javascript
export default {
  key: 'value',
};

```

__Chrome console__
<img width=""485"" alt=""2017-07-12 5 41 59"" src=""https://user-images.githubusercontent.com/5010606/28112208-b974e59e-672a-11e7-9db2-ce3f5884320b.png"">



<!-- A great way to do this is to provide your configuration via a GitHub gist. -->
<!-- Best provide a minimal reproduceable repo -->
<!-- If your issue is caused by a plugin or loader file the issue on the plugin/loader repo -->



**If use the babel module, it will not report the error.**

Chrome 59
Node.js 6.10.1
webpack 2.6.1
",https://github.com/webpack/webpack/issues/5271
2,"TITLE: Use ModuleConcatenationPlugin generates code that raises exceptions BODY: <!-- Please don't delete this template or we'll close your issue -->
<!-- Before creating an issue please make sure you are using the latest version of webpack. -->
<!-- Also consider trying the webpack@beta version, maybe it's already fixed. -->

**Do you want to request a *feature* or report a *bug*?**
bug

<!-- Please ask questions on StackOverflow or the webpack Gitter (https://gitter.im/webpack/webpack). -->
<!-- Issues which contain questions or support requests will be closed. -->

**What is the current behavior?**
This issue is related to #5266 and describes a build configuration where the use of the ModuleConcatenationPlugin generates code that no longer executes successfully.
I've boiled down a production environment to a (hopefully) manageable repro case.

**If the current behavior is a bug, please provide the steps to reproduce.**
1) extract the attached repro case
2) run npm i
3) run npm run build
4) open index.html in browser
5) The browser should now show an exception `Uncaught ReferenceError: tinymce is not define`
6) Comment out the `new webpack.optimize.ModuleConcatenationPlugin()` in `webpack.util.js`
7) run npm run build
8) refresh index.html in browser
9) The browser should now show the tinymce browser

<!-- A great way to do this is to provide your configuration via a GitHub gist. -->
<!-- Best provide a minimal reproduceable repo -->
<!-- If your issue is caused by a plugin or loader file the issue on the plugin/loader repo -->
[webpack.zip](https://github.com/webpack/webpack/files/1147801/webpack.zip)

**What is the expected behavior?**
ModuleConcatenationPlugin not to cause any alterations of the code that make it fail

**If this is a feature request, what is motivation or use case for changing the behavior?**

**Please mention other relevant information such as the browser version, Node.js version, webpack version and Operating System.**
node: 8.1.4
npm: 4.6.1
os: windows 7

",https://github.com/webpack/webpack/issues/5288
5,"TITLE: webpack --version reports 2.4.1 BODY: <!-- Please don't delete this template or we'll close your issue -->
<!-- Before creating an issue please make sure you are using the latest version of webpack. -->
<!-- Also consider trying the webpack@beta version, maybe it's already fixed. -->

**Do you want to request a *feature* or report a *bug*?**

- Report a bug

<!-- Please ask questions on StackOverflow or the webpack Gitter (https://gitter.im/webpack/webpack). -->
<!-- Issues which contain questions or support requests will be closed. -->

**What is the current behavior?**

- Run `webpack --version`
- Prints `2.4.1`
- Run `webpack`
- Prints `Version: webpack 3.2.0`

**If the current behavior is a bug, please provide the steps to reproduce.**

(above)

<!-- A great way to do this is to provide your configuration via a GitHub gist. -->
<!-- Best provide a minimal reproduceable repo -->
<!-- If your issue is caused by a plugin or loader file the issue on the plugin/loader repo -->

**What is the expected behavior?**

- Print the actual version

**If this is a feature request, what is motivation or use case for changing the behavior?**

**Please mention other relevant information such as the browser version, Node.js version, webpack version and Operating System.**
",https://github.com/webpack/webpack/issues/5291
